code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,pulse_id,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
2561895,1,True,True,1,2025-08-15T19:00:00Z,90,False,124791,True,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 82}], 'h': [{'value': 1, 'element': 381}, {'value': 1, 'element': 384}, {'value': 1, 'element': 385}, {'value': 1, 'element': 661}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 86}, {'value': 1, 'element': 93}], 'h': [{'value': 1, 'element': 386}, {'value': 1, 'element': 392}, {'value': 1, 'element': 661}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 86}, {'value': 1, 'element': 97}], 'h': [{'value': 1, 'element': 371}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 6, 'element': 67}], 'h': [{'value': 1, 'element': 366}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 82}], 'h': [{'value': 2, 'element': 661}, {'value': 1, 'element': 381}]}, {'identifier': 'bps', 'a': [{'value': 42, 'element': 82}, {'value': 23, 'element': 86}, {'value': 20, 'element': 84}, {'value': 12, 'element': 93}, {'value': 11, 'element': 85}, {'value': 10, 'element': 67}, {'value': 7, 'element': 90}, {'value': 3, 'element': 96}, {'value': 2, 'element': 73}, {'value': 2, 'element': 100}, {'value': 2, 'element': 685}, {'value': 1, 'element': 72}, {'value': -1, 'element': 74}, {'value': -1, 'element': 97}], 'h': [{'value': 37, 'element': 661}, {'value': 36, 'element': 381}, {'value': 34, 'element': 384}, {'value': 29, 'element': 385}, {'value': 27, 'element': 386}, {'value': 17, 'element': 387}, {'value': 15, 'element': 392}, {'value': 14, 'element': 382}, {'value': 11, 'element': 373}, {'value': 8, 'element': 366}, {'value': 8, 'element': 370}, {'value': 6, 'element': 374}, {'value': 5, 'element': 371}, {'value': 4, 'element': 388}, {'value': -1, 'element': 376}, {'value': -3, 'element': 372}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 20, 'element': 84}, {'value': 19, 'element': 85}, {'value': 15, 'element': 72}, {'value': 9, 'element': 73}, {'value': 9, 'element': 685}, {'value': 7, 'element': 86}, {'value': 6, 'element': 74}, {'value': 5, 'element': 82}, {'value': 5, 'element': 97}, {'value': 4, 'element': 93}, {'value': 3, 'element': 90}, {'value': 2, 'element': 77}], 'h': [{'value': 21, 'element': 373}, {'value': 11, 'element': 387}, {'value': 10, 'element': 381}, {'value': 9, 'element': 382}, {'value': 8, 'element': 384}, {'value': 7, 'element': 374}, {'value': 6, 'element': 371}, {'value': 6, 'element': 386}, {'value': 4, 'element': 370}, {'value': 3, 'element': 392}, {'value': 2, 'element': 372}, {'value': 1, 'element': 376}, {'value': 1, 'element': 385}, {'value': 1, 'element': 388}, {'value': 1, 'element': 661}]}]",4,5,2,12,3,4
2561896,1,True,True,2,2025-08-16T11:30:00Z,90,False,124792,True,"[{'identifier': 'goals_scored', 'a': [], 'h': []}, {'identifier': 'assists', 'a': [], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 490}], 'h': [{'value': 1, 'element': 58}]}, {'identifier': 'red_cards', 'a': [], 'h': [{'value': 1, 'element': 38}]}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 469}], 'h': [{'value': 3, 'element': 33}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 477}, {'value': 2, 'element': 469}, {'value': 1, 'element': 476}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 33, 'element': 477}, {'value': 32, 'element': 469}, {'value': 30, 'element': 476}, {'value': 26, 'element': 474}, {'value': 26, 'element': 478}, {'value': 20, 'element': 491}, {'value': 15, 'element': 487}, {'value': 11, 'element': 488}, {'value': 10, 'element': 486}, {'value': 7, 'element': 490}, {'value': 4, 'element': 485}, {'value': 4, 'element': 497}, {'value': 3, 'element': 489}, {'value': 3, 'element': 500}], 'h': [{'value': 29, 'element': 33}, {'value': 25, 'element': 36}, {'value': 25, 'element': 40}, {'value': 22, 'element': 37}, {'value': 19, 'element': 59}, {'value': 15, 'element': 38}, {'value': 13, 'element': 58}, {'value': 12, 'element': 64}, {'value': 10, 'element': 54}, {'value': 7, 'element': 47}, {'value': 5, 'element': 48}, {'value': 4, 'element': 53}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 11, 'element': 474}, {'value': 11, 'element': 476}, {'value': 9, 'element': 490}, {'value': 9, 'element': 491}, {'value': 8, 'element': 488}, {'value': 5, 'element': 477}, {'value': 4, 'element': 478}, {'value': 4, 'element': 485}, {'value': 4, 'element': 487}, {'value': 3, 'element': 486}, {'value': 2, 'element': 489}, {'value': 1, 'element': 497}], 'h': [{'value': 14, 'element': 59}, {'value': 11, 'element': 36}, {'value': 11, 'element': 58}, {'value': 7, 'element': 37}, {'value': 7, 'element': 47}, {'value': 7, 'element': 48}, {'value': 7, 'element': 54}, {'value': 5, 'element': 40}, {'value': 5, 'element': 64}, {'value': 3, 'element': 38}]}]",15,4,0,2,3,0
2561897,1,True,True,3,2025-08-16T14:00:00Z,90,False,124793,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 338}], 'h': [{'value': 1, 'element': 164}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 329}], 'h': [{'value': 1, 'element': 158}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 318}, {'value': 1, 'element': 331}, {'value': 1, 'element': 338}], 'h': [{'value': 1, 'element': 148}, {'value': 1, 'element': 157}, {'value': 1, 'element': 169}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 314}], 'h': [{'value': 1, 'element': 139}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 338}], 'h': [{'value': 2, 'element': 164}, {'value': 1, 'element': 166}]}, {'identifier': 'bps', 'a': [{'value': 25, 'element': 338}, {'value': 17, 'element': 322}, {'value': 16, 'element': 329}, {'value': 15, 'element': 314}, {'value': 14, 'element': 317}, {'value': 11, 'element': 335}, {'value': 10, 'element': 321}, {'value': 10, 'element': 324}, {'value': 9, 'element': 332}, {'value': 3, 'element': 318}, {'value': 3, 'element': 319}, {'value': 3, 'element': 330}, {'value': 2, 'element': 325}, {'value': 1, 'element': 326}, {'value': -3, 'element': 331}], 'h': [{'value': 24, 'element': 164}, {'value': 20, 'element': 166}, {'value': 17, 'element': 173}, {'value': 16, 'element': 146}, {'value': 15, 'element': 151}, {'value': 15, 'element': 158}, {'value': 10, 'element': 167}, {'value': 9, 'element': 139}, {'value': 8, 'element': 145}, {'value': 7, 'element': 160}, {'value': 7, 'element': 169}, {'value': 3, 'element': 170}, {'value': 3, 'element': 178}, {'value': -2, 'element': 157}, {'value': -2, 'element': 162}, {'value': -5, 'element': 148}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 9, 'element': 335}, {'value': 8, 'element': 317}, {'value': 7, 'element': 322}, {'value': 6, 'element': 329}, {'value': 4, 'element': 318}, {'value': 3, 'element': 321}, {'value': 3, 'element': 332}, {'value': 2, 'element': 324}, {'value': 2, 'element': 330}, {'value': 2, 'element': 331}], 'h': [{'value': 18, 'element': 173}, {'value': 11, 'element': 167}, {'value': 10, 'element': 166}, {'value': 8, 'element': 146}, {'value': 8, 'element': 151}, {'value': 6, 'element': 145}, {'value': 5, 'element': 169}, {'value': 4, 'element': 160}, {'value': 3, 'element': 164}, {'value': 2, 'element': 158}, {'value': 2, 'element': 162}, {'value': 1, 'element': 148}, {'value': 1, 'element': 178}]}]",10,3,1,6,3,1
2561900,1,True,True,6,2025-08-16T14:00:00Z,90,False,124796,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 2, 'element': 597}, {'value': 1, 'element': 580}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 2, 'element': 582}, {'value': 1, 'element': 593}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 470}], 'h': [{'value': 4, 'element': 565}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 597}, {'value': 2, 'element': 565}, {'value': 1, 'element': 582}]}, {'identifier': 'bps', 'a': [{'value': 21, 'element': 205}, {'value': 11, 'element': 209}, {'value': 9, 'element': 200}, {'value': 8, 'element': 207}, {'value': 6, 'element': 217}, {'value': 5, 'element': 470}, {'value': 4, 'element': 210}, {'value': 3, 'element': 206}, {'value': 3, 'element': 215}, {'value': 2, 'element': 202}, {'value': 1, 'element': 676}, {'value': -2, 'element': 192}, {'value': -3, 'element': 187}, {'value': -4, 'element': 197}, {'value': -5, 'element': 190}], 'h': [{'value': 61, 'element': 597}, {'value': 36, 'element': 565}, {'value': 35, 'element': 582}, {'value': 30, 'element': 580}, {'value': 29, 'element': 593}, {'value': 27, 'element': 575}, {'value': 26, 'element': 568}, {'value': 26, 'element': 573}, {'value': 22, 'element': 569}, {'value': 13, 'element': 586}, {'value': 13, 'element': 591}, {'value': 5, 'element': 585}, {'value': 5, 'element': 596}, {'value': 4, 'element': 588}, {'value': 2, 'element': 673}, {'value': 1, 'element': 584}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 12, 'element': 205}, {'value': 8, 'element': 191}, {'value': 6, 'element': 192}, {'value': 6, 'element': 209}, {'value': 5, 'element': 187}, {'value': 5, 'element': 190}, {'value': 4, 'element': 200}, {'value': 3, 'element': 217}, {'value': 2, 'element': 202}, {'value': 2, 'element': 210}, {'value': 1, 'element': 207}, {'value': 1, 'element': 676}], 'h': [{'value': 10, 'element': 593}, {'value': 8, 'element': 591}, {'value': 6, 'element': 575}, {'value': 5, 'element': 569}, {'value': 5, 'element': 597}, {'value': 4, 'element': 568}, {'value': 4, 'element': 582}, {'value': 4, 'element': 586}, {'value': 3, 'element': 573}, {'value': 3, 'element': 580}, {'value': 3, 'element': 585}, {'value': 2, 'element': 596}, {'value': 1, 'element': 588}]}]",3,3,0,18,2,3
2561899,1,True,True,5,2025-08-16T14:00:00Z,90,False,124795,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 531}, {'value': 1, 'element': 560}, {'value': 1, 'element': 561}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 543}, {'value': 1, 'element': 553}, {'value': 1, 'element': 683}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 605}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 679}], 'h': [{'value': 4, 'element': 670}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 531}, {'value': 2, 'element': 561}, {'value': 1, 'element': 670}]}, {'identifier': 'bps', 'a': [{'value': 13, 'element': 614}, {'value': 13, 'element': 624}, {'value': 11, 'element': 612}, {'value': 11, 'element': 618}, {'value': 9, 'element': 609}, {'value': 9, 'element': 610}, {'value': 6, 'element': 621}, {'value': 4, 'element': 603}, {'value': 4, 'element': 605}, {'value': 4, 'element': 613}, {'value': 3, 'element': 679}, {'value': 2, 'element': 671}, {'value': 1, 'element': 607}, {'value': -1, 'element': 625}], 'h': [{'value': 53, 'element': 531}, {'value': 37, 'element': 561}, {'value': 31, 'element': 670}, {'value': 29, 'element': 560}, {'value': 27, 'element': 532}, {'value': 27, 'element': 541}, {'value': 17, 'element': 553}, {'value': 16, 'element': 683}, {'value': 10, 'element': 668}, {'value': 8, 'element': 543}, {'value': 6, 'element': 542}, {'value': 6, 'element': 552}, {'value': 4, 'element': 544}, {'value': 4, 'element': 547}, {'value': 3, 'element': 551}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 9, 'element': 605}, {'value': 8, 'element': 609}, {'value': 8, 'element': 624}, {'value': 6, 'element': 612}, {'value': 4, 'element': 618}, {'value': 3, 'element': 603}, {'value': 3, 'element': 610}, {'value': 3, 'element': 614}, {'value': 2, 'element': 607}, {'value': 2, 'element': 621}, {'value': 1, 'element': 613}, {'value': 1, 'element': 671}], 'h': [{'value': 14, 'element': 531}, {'value': 9, 'element': 552}, {'value': 8, 'element': 541}, {'value': 6, 'element': 532}, {'value': 6, 'element': 542}, {'value': 6, 'element': 544}, {'value': 6, 'element': 668}, {'value': 5, 'element': 683}, {'value': 4, 'element': 547}, {'value': 3, 'element': 543}, {'value': 2, 'element': 553}, {'value': 2, 'element': 560}]}]",19,2,0,17,2,3
2561901,1,True,True,7,2025-08-16T16:30:00Z,90,False,124797,True,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 430}, {'value': 1, 'element': 417}, {'value': 1, 'element': 427}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 410}, {'value': 1, 'element': 424}, {'value': 1, 'element': 427}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 411}, {'value': 1, 'element': 427}], 'h': [{'value': 1, 'element': 632}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 182}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 430}, {'value': 2, 'element': 410}, {'value': 1, 'element': 402}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 49, 'element': 430}, {'value': 41, 'element': 410}, {'value': 33, 'element': 402}, {'value': 31, 'element': 182}, {'value': 31, 'element': 427}, {'value': 28, 'element': 409}, {'value': 27, 'element': 423}, {'value': 26, 'element': 408}, {'value': 25, 'element': 416}, {'value': 25, 'element': 424}, {'value': 22, 'element': 417}, {'value': 7, 'element': 406}, {'value': 5, 'element': 407}, {'value': 4, 'element': 418}, {'value': 3, 'element': 413}, {'value': -2, 'element': 411}], 'h': [{'value': 20, 'element': 646}, {'value': 16, 'element': 643}, {'value': 10, 'element': 648}, {'value': 8, 'element': 654}, {'value': 5, 'element': 644}, {'value': 5, 'element': 645}, {'value': 3, 'element': 642}, {'value': 2, 'element': 663}, {'value': -1, 'element': 632}, {'value': -1, 'element': 635}, {'value': -4, 'element': 682}, {'value': -7, 'element': 631}, {'value': -8, 'element': 628}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 15, 'element': 402}, {'value': 11, 'element': 423}, {'value': 9, 'element': 416}, {'value': 6, 'element': 410}, {'value': 4, 'element': 407}, {'value': 4, 'element': 408}, {'value': 4, 'element': 424}, {'value': 3, 'element': 427}, {'value': 2, 'element': 409}, {'value': 2, 'element': 430}, {'value': 1, 'element': 406}, {'value': 1, 'element': 413}, {'value': 1, 'element': 417}, {'value': 1, 'element': 418}], 'h': [{'value': 15, 'element': 643}, {'value': 9, 'element': 646}, {'value': 7, 'element': 631}, {'value': 7, 'element': 638}, {'value': 6, 'element': 648}, {'value': 5, 'element': 632}, {'value': 5, 'element': 654}, {'value': 4, 'element': 637}, {'value': 4, 'element': 682}, {'value': 3, 'element': 644}, {'value': 3, 'element': 663}, {'value': 1, 'element': 633}, {'value': 1, 'element': 635}, {'value': 1, 'element': 642}]}]",13,3,4,20,4,0
2561902,1,True,True,8,2025-08-17T13:00:00Z,90,False,124798,True,"[{'identifier': 'goals_scored', 'a': [], 'h': []}, {'identifier': 'assists', 'a': [], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 256}, {'value': 1, 'element': 270}, {'value': 1, 'element': 283}], 'h': [{'value': 1, 'element': 225}, {'value': 1, 'element': 238}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 253}], 'h': [{'value': 4, 'element': 220}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 258}], 'h': [{'value': 3, 'element': 233}, {'value': 2, 'element': 224}, {'value': 1, 'element': 220}]}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 258}, {'value': 27, 'element': 253}, {'value': 25, 'element': 257}, {'value': 24, 'element': 261}, {'value': 22, 'element': 260}, {'value': 17, 'element': 256}, {'value': 16, 'element': 267}, {'value': 14, 'element': 273}, {'value': 10, 'element': 266}, {'value': 7, 'element': 270}, {'value': 7, 'element': 283}, {'value': 5, 'element': 276}, {'value': 3, 'element': 272}], 'h': [{'value': 35, 'element': 233}, {'value': 34, 'element': 224}, {'value': 31, 'element': 220}, {'value': 29, 'element': 225}, {'value': 25, 'element': 226}, {'value': 18, 'element': 236}, {'value': 18, 'element': 241}, {'value': 11, 'element': 237}, {'value': 10, 'element': 235}, {'value': 4, 'element': 250}, {'value': 3, 'element': 249}, {'value': 2, 'element': 228}, {'value': 2, 'element': 239}, {'value': 1, 'element': 246}, {'value': -3, 'element': 238}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 16, 'element': 257}, {'value': 11, 'element': 258}, {'value': 9, 'element': 270}, {'value': 9, 'element': 283}, {'value': 8, 'element': 256}, {'value': 8, 'element': 261}, {'value': 7, 'element': 266}, {'value': 7, 'element': 267}, {'value': 6, 'element': 260}, {'value': 6, 'element': 273}, {'value': 3, 'element': 272}, {'value': 2, 'element': 276}], 'h': [{'value': 12, 'element': 241}, {'value': 9, 'element': 226}, {'value': 8, 'element': 233}, {'value': 7, 'element': 225}, {'value': 6, 'element': 236}, {'value': 5, 'element': 235}, {'value': 4, 'element': 224}, {'value': 3, 'element': 238}, {'value': 3, 'element': 239}, {'value': 2, 'element': 250}, {'value': 1, 'element': 249}]}]",8,4,0,7,3,0
2561898,1,True,True,4,2025-08-17T13:00:00Z,90,False,124794,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 136}], 'h': [{'value': 2, 'element': 525}, {'value': 1, 'element': 669}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 128}], 'h': [{'value': 1, 'element': 515}, {'value': 1, 'element': 517}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 106}, {'value': 1, 'element': 116}], 'h': [{'value': 1, 'element': 508}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 101}], 'h': [{'value': 2, 'element': 502}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 525}, {'value': 2, 'element': 669}, {'value': 1, 'element': 517}]}, {'identifier': 'bps', 'a': [{'value': 17, 'element': 136}, {'value': 10, 'element': 126}, {'value': 10, 'element': 129}, {'value': 9, 'element': 128}, {'value': 7, 'element': 123}, {'value': 6, 'element': 113}, {'value': 5, 'element': 122}, {'value': 4, 'element': 101}, {'value': 3, 'element': 110}, {'value': 2, 'element': 124}, {'value': 1, 'element': 109}, {'value': 1, 'element': 116}, {'value': 1, 'element': 120}, {'value': -8, 'element': 107}], 'h': [{'value': 58, 'element': 525}, {'value': 29, 'element': 669}, {'value': 24, 'element': 517}, {'value': 23, 'element': 515}, {'value': 20, 'element': 516}, {'value': 15, 'element': 507}, {'value': 12, 'element': 506}, {'value': 11, 'element': 521}, {'value': 10, 'element': 508}, {'value': 9, 'element': 502}, {'value': 7, 'element': 522}, {'value': 6, 'element': 518}, {'value': 5, 'element': 505}, {'value': 2, 'element': 526}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 14, 'element': 113}, {'value': 9, 'element': 129}, {'value': 7, 'element': 120}, {'value': 7, 'element': 123}, {'value': 6, 'element': 110}, {'value': 5, 'element': 106}, {'value': 5, 'element': 107}, {'value': 5, 'element': 126}, {'value': 4, 'element': 122}, {'value': 3, 'element': 109}, {'value': 3, 'element': 124}, {'value': 2, 'element': 116}, {'value': 2, 'element': 136}, {'value': 1, 'element': 128}], 'h': [{'value': 12, 'element': 507}, {'value': 11, 'element': 517}, {'value': 10, 'element': 521}, {'value': 8, 'element': 505}, {'value': 6, 'element': 508}, {'value': 5, 'element': 506}, {'value': 5, 'element': 522}, {'value': 4, 'element': 515}, {'value': 3, 'element': 518}, {'value': 3, 'element': 669}, {'value': 2, 'element': 525}, {'value': 1, 'element': 526}]}]",5,3,1,16,3,3
2561903,1,True,True,9,2025-08-17T15:30:00Z,90,False,124799,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 7}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 21}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 1}, {'value': 1, 'element': 7}, {'value': 1, 'element': 8}, {'value': 1, 'element': 10}], 'h': [{'value': 1, 'element': 441}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 7, 'element': 1}], 'h': [{'value': 2, 'element': 431}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 1}, {'value': 2, 'element': 7}, {'value': 1, 'element': 6}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 38, 'element': 1}, {'value': 33, 'element': 7}, {'value': 25, 'element': 6}, {'value': 23, 'element': 5}, {'value': 23, 'element': 11}, {'value': 16, 'element': 17}, {'value': 15, 'element': 26}, {'value': 14, 'element': 21}, {'value': 8, 'element': 19}, {'value': 7, 'element': 16}, {'value': 4, 'element': 30}, {'value': 2, 'element': 18}, {'value': 2, 'element': 22}, {'value': -1, 'element': 10}, {'value': -3, 'element': 8}], 'h': [{'value': 19, 'element': 449}, {'value': 17, 'element': 119}, {'value': 16, 'element': 436}, {'value': 16, 'element': 450}, {'value': 15, 'element': 457}, {'value': 12, 'element': 452}, {'value': 11, 'element': 431}, {'value': 11, 'element': 444}, {'value': 9, 'element': 455}, {'value': 7, 'element': 443}, {'value': 4, 'element': 441}, {'value': 2, 'element': 440}, {'value': 2, 'element': 442}, {'value': 2, 'element': 681}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 14, 'element': 6}, {'value': 14, 'element': 17}, {'value': 12, 'element': 26}, {'value': 8, 'element': 11}, {'value': 7, 'element': 5}, {'value': 5, 'element': 16}, {'value': 4, 'element': 7}, {'value': 4, 'element': 19}, {'value': 4, 'element': 21}, {'value': 3, 'element': 8}, {'value': 3, 'element': 30}, {'value': 2, 'element': 666}, {'value': 1, 'element': 10}, {'value': 1, 'element': 22}], 'h': [{'value': 11, 'element': 444}, {'value': 11, 'element': 449}, {'value': 10, 'element': 436}, {'value': 6, 'element': 119}, {'value': 5, 'element': 441}, {'value': 5, 'element': 457}, {'value': 4, 'element': 440}, {'value': 4, 'element': 443}, {'value': 4, 'element': 452}, {'value': 3, 'element': 442}, {'value': 3, 'element': 450}, {'value': 3, 'element': 455}, {'value': 1, 'element': 459}, {'value': 1, 'element': 681}]}]",1,3,1,14,4,0
2561904,1,True,True,10,2025-08-18T19:00:00Z,90,False,124800,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 365}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 660}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 301}, {'value': 1, 'element': 304}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 287}], 'h': [{'value': 1, 'element': 665}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 347}, {'value': 2, 'element': 343}, {'value': 1, 'element': 348}]}, {'identifier': 'bps', 'a': [{'value': 16, 'element': 303}, {'value': 15, 'element': 242}, {'value': 12, 'element': 287}, {'value': 12, 'element': 302}, {'value': 11, 'element': 299}, {'value': 10, 'element': 295}, {'value': 8, 'element': 301}, {'value': 7, 'element': 291}, {'value': 7, 'element': 311}, {'value': 5, 'element': 304}, {'value': 4, 'element': 419}, {'value': 3, 'element': 310}], 'h': [{'value': 35, 'element': 347}, {'value': 29, 'element': 343}, {'value': 26, 'element': 348}, {'value': 24, 'element': 660}, {'value': 24, 'element': 665}, {'value': 20, 'element': 342}, {'value': 20, 'element': 365}, {'value': 13, 'element': 358}, {'value': 12, 'element': 351}, {'value': 12, 'element': 354}, {'value': 10, 'element': 350}, {'value': 6, 'element': 353}, {'value': 4, 'element': 362}, {'value': 3, 'element': 352}, {'value': 3, 'element': 356}, {'value': 3, 'element': 493}]}, {'identifier': 'defensive_contribution', 'a': [{'value': 15, 'element': 291}, {'value': 9, 'element': 299}, {'value': 9, 'element': 303}, {'value': 9, 'element': 304}, {'value': 7, 'element': 295}, {'value': 6, 'element': 242}, {'value': 6, 'element': 301}, {'value': 5, 'element': 302}, {'value': 5, 'element': 311}, {'value': 4, 'element': 293}, {'value': 2, 'element': 419}], 'h': [{'value': 13, 'element': 660}, {'value': 8, 'element': 343}, {'value': 8, 'element': 347}, {'value': 8, 'element': 354}, {'value': 7, 'element': 348}, {'value': 7, 'element': 351}, {'value': 7, 'element': 358}, {'value': 5, 'element': 342}, {'value': 4, 'element': 362}, {'value': 3, 'element': 365}, {'value': 2, 'element': 350}, {'value': 2, 'element': 353}, {'value': 1, 'element': 352}, {'value': 1, 'element': 356}]}]",9,2,0,11,2,1
